데이,표제어,예문,동의어 1,동의어 2,동의어 3,동의어 4,동의어 5
35,cunning,The man was as cunning as a fox.,artful,crafty,wily,,
35,cunning,She used low cunning to get what she wanted.,craftiness,slyness,wiles,,
35,protocol,He was a career dipl omat who put protocol above all else.,decorum,etiquette,propriety,,
35,squirt,"When I cut the lemon, juice squirted m my eye.",erupt,gush,jet,spurt,
35,inconceivable,Striking North Korea is inconceivable without the consent of both presidents of South Korea and the United States.,impossible,incredible,unimaginable,,
35,exult,My husband exulted when I to ld him that I was pregnant.,jubilate,rejoice,,,
35,arbor,The entrance is camouflaged by carefully planted arbors.,shrub,tree,wood,,
35,defile,Many victims of burglary feel their homes have been defiled.,besmirch,desecrate,profane,violate,
35,repugnant,The idea of eating meat was repugnant to her.,abhorrent,disgusting,obnoxious,odious,antagonistic
35,repugnant,Such behavior seems repugnant to common decency.,conflicting,inconsistent,,,
35,purify,Systems are urgently needed which can purify water cheaply.,clarify,clean,cleanse,filter,
35,wig,When it's windy you have to hold on to your wig.,hairpiece,toupee,,,
35,milk,A lot of people are said to have tried to milk the insurance companies.,exploit,,,,
35,coordination,Eighty percent of medical errors are caused by communication and coordination problems amongst medical team members.,adjustment,regulation,,,
35,high-handed,The police's high-handed attitude touched offthe riot.,autocratic,dictatorial,overbearing,,
35,suffer,Some shrubs cannot suffer a cold winter.,bear,endure,,,
35,kudos,You've received every kind of kudos a scientist can attain.,distinction,fame,glory,,
35,kudos,The manager received kudos for his outstanding work.,acclaim,applause,credit,praise,
35,refurbish,"The hotel chain refurbished rooms, raised prices by 50 percent, and targeted corporate clients.",remodel,renovate,revamp,,
35,sterile,The land became sterile after the radiation accident.,arid,infertile,unfruitful,,
35,sterile,Her illness had made her sterile.,infecund,infertile,,,
35,sterile,"The mask is shipped clean, but not sterile.",antiseptic,,,,
35,dusk,"Until the 1700s, most laborers worked from dawn until dusk.",sunset,twilight,,,
35,futile,She felt any efforts to change her environment were futile.,fruitless,useless,vain,,
35,conundrum,"Trying to untangle the time travel conundrum, theoretical physicians at least believe that one day we can travel in time.",enigma,puzzle,riddle,,
35,throttle,High tariffs throttle trade between nations.,oppress,quash,repress,suppress,
35,bloated,His stomach was bloated from eating too much.,distended,swollen,,,
35,mortuary,Guests crowded the mortuary for the policeman killed in action.,funeral,chapel,morgue,,
35,gregarious,A buffalo is hi ghly gregarious and travels in herds.,social,,,,
35,gregarious,Jake has an outgoing and gregarious personality.,outgoing,sociable,,,
35,swirl,The dirty water swirled down the drain.,circumvolute,gurge,whirl,,
35,swirl,Tranquil lakes offer solitude amid the swirl ofurban life.,eddy,gurge,vortex,whirlpool,
35,cloak,She cloaked her ignorance under a confident manner.,cover,disguise,veil,wrap,
35,fortnight,"Last month, I was laid up for a fortnight with chicken pox.",two weeks,,,,
35,ascend,The balloon ascended high up in the sky.,climb,mouunt,rise,scale,
35,entire,The entire village was destroyed.,complete,total,whole,,
35,entire,I polished an entire set of silverware.,complete,intact,perfect,,
35,rowdy,"When people drink too much, they are rowdy and get into fights easily.",boisterous,unruly,,,
35,broach,At some point we've got to discuss money but I don't know quite how to broach the subject with him.,bring up,introduce,,,
35,sublime,My spirit seems to have been purified after looking at the sublime scenery.,imposing,magnificent,majestic,,
35,reference,The emergency nurse can treat minor injuries without reference to a doctor.,inquiry,,,,
35,overrun,"Because the port was already overrun with refugees, local officials turned them away.",exceed,surpass,,,
35,vessel,Many vessels have been targets of Somali pirates.,boat,craft,ship,tanker,
35,distill,They distilled fresh water from sea water.,purify,refine,,,
35,evade,You will be punished ifyou evade paying your taxes.,escape,flee,,,
35,tribunal,"In the event ofa dispute, the tribunal will rule on what is reasonable.",bar,court,judicatory,,
36,worldly,The student is not interested in worldly success.,earthly,mundane,secular,,
36,disconcert,The sudden change in the plan disconcerted her.,baffle,confuse,disturb,puzzle,
36,constellation,"When ships sailed far enough south, constellations such as the Big Dipper could no longer be seen.",asterism,,,,
36,stifle,Most ofthe victims were stifled by the fumes.,asphyxiate,choke,suffocate,,
36,stifle,The tyrant stifled free expression of the people.,curb,restrain,suppress,,
36,decorum,The taxi driver always observes proper decorum to his customers.,civility,courtesy,decency,propriety,
36,quarrelsome,He gets quarrelsome in his cups.,argumentative,disputatious,,,
36,proscribe,Government will not proscribe the sale ofalcoholic beverages.,ban,forbid,prohibit,,
36,spurious,He had managed to create the entirely spurious impression that the company was thriving.,bogus,counterfeit,fake,,
36,ebb,"As night fell, our enthusiasm began to ebb away.",diminish,flag,lessen,recede,
36,institute,The city instituted a curfew beginning at 8:30 p.m.,constitute,establish,enact,,
36,censorious,The reporter was censorious about the statement of president.,captious,fault-finding,,,
36,preliminary,May I make a few preliminary remarks before we start the interview?,pilot,opening,,,
36,adjudicate,The court adjudicated him to be guilty.,adjudge,judge,sentence,,
36,beset,We were beset by the enemies.,besiege,,,,
36,omen,The raven is commonly regarded as a bird of ill omen.,augury,harbinger,indication,portent,sign
36,transmute,The concept ofenergy being transmuted into mass became prevalent these days.,alter,change,transform,,
36,revamp,Many universities are now planning to revamp their existing curriculum by integrating international examples into their courses.,renovate,revise,,,
36,interstice,The wall was old and crumbling with plants growing in the ·interstices between the bricks.,chink,crack,crevice,fissure,
36,fascinating,I'm reading a fascinating novel about the French Revolution.,alluring,captivating,charming,enchanting,
36,collogue,He even collogued with perfect strangers.,hugger-mugger,conspire,intrigue,plot,
36,infirm,My grandfather became infirm with old age.,feeble,frail,weak,,
36,saga,"Actors and film crew gathered at a press conference to celebrate the release of the movie, the final installment in the famous saga.",epic,legend,story,tale,
36,noticeable,One of the most noticeable changes is getting acne on your face.,conspicuous,noteworthy,,,
36,corpse,"Gruesomely, the corpses were buried with their heads removed and placed between their legs.",cadaver,carcass,remains,,
36,deny,He denied the rumor to be true.,contradict,refute,repudiate,,
36,deny,They were denied access to the information.,refuse,reject,veto,,
36,horrid,It was a horrid scene beyond description.,frightful,horrible,,,
36,horrid,We had a horrid time with customs authorities.,nasty,repulsive,,,
36,effect,Her criticisms had the effect of discouraging him completely.,consequence,outcome,result,,
36,effect,Modem farming methods can have an adverse effect on the environment.,impact,influence,,,
36,vagrant,The number of vagrants is increasing because ofthe lack ofaffordable housing.,roving,wandering,,,
36,resource,Water is man 's most important natural resource.,reserve,source,supply,,
36,butt,She was the butt of some very unkind jokes.,object,target,victim,,
36,arcane,"They find the procedures arcane, outmoded and inefficient.",mysterious,occult,secret,,
36,phenom,"From golf phenom Tiger Woods to basketbalI star Chris Webber, big name pro athletes are top draws on video game software rosters.",genius,marvel,prodigy,wonder,
36,uphold,A police officer's job is to protect citizens and uphold the law.,buttress,defend,maintain,support,
36,munition,The shortage of munitions resulted in the defeat.,ammo,ordance,,,
36,gorgeous,He fantasizes about going out with a gorgeous movie star.,beautiful,magnificent,splendid,,
36,bay,"His army landed in Pevensey Bay , Sussex on Sept. 29, 1066.",cover,gulf,,,
36,bay,Goalkeeper Glenn Morris kept the visitors at bay until Beckford slotted home his 20th goal ofthe season.,fix,plight,predicament,,
36,downright,Some ofthese statements are misleading and some downright mendacious.,absolute,complete,outright,utter,
36,shroud,The cause of his death is shrouded in mystery.,conceal,cover,hide,screen,
36,tutor,He earned a subsistence in Paris by acting as tutor.,coach,educator,instructor,teacher,
36,frenzy,The speaker worked the crowd up into a frenzy.,fever,hysteria,madness,mania,tumult
36,frenzy,The singer' s incredible dancing skills frenzied the audience.,madden,,,,
36,lullaby,Classical music and ballads are popular lullabies.,berceuse,cradlesong,,,
36,exhume,"The team has exhumed 144 complete and 1,009 partial skeletons.",excavate,unearth,,,
36,exhume,The band exhumed old songs and delighted modem audiences with them.,excavate,unearth,,,
36,suite,The President and his suite arrived by special plane.,attendant,cortege,entourage,,
36,rambunctious,He had to keep the new rambunctious monks in line through strict martial-arts discipline.,rowdy,unruly,,,
36,agent,"If you're going to rent out your house while you're overseas, you'll need someone to act as your agent here.",delegate,deputy,proxy,representative,
37,novice,"Although he was a political novice, he carried an election to parliament.",beginner,greenhorn,newcomer,tyro,
